row_idx,col_idx,log2ratio
PBH-CA,Dividend Difference L1,1
PD-CA,Dividend Difference L1,1
PEY-CA,Dividend Difference L1,1
PKI-CA,Dividend Difference L1,1
POW-CA,Dividend Difference L1,1
PPL-CA,Dividend Difference L1,1
PSI-CA,Dividend Difference L1,1
PSK-CA,Dividend Difference L1,1
PVG-CA,Dividend Difference L1,1
PWF-CA,Dividend Difference L1,1
PXT-CA,Dividend Difference L1,1
QBR.B-CA,Dividend Difference L1,1
QSR-CA,Dividend Difference L1,1
RBA-CA,Dividend Difference L1,1
RCH-CA,Dividend Difference L1,1
RCI.B-CA,Dividend Difference L1,1
REI.UT-CA,Dividend Difference L1,1
RNW-CA,Dividend Difference L1,1
RUS-CA,Dividend Difference L1,1
RY-CA,Dividend Difference L1,1
SAP-CA,Dividend Difference L1,1
SCL-CA,Dividend Difference L1,1
SES-CA,Dividend Difference L1,1
SHOP-CA,Dividend Difference L1,1
SIA-CA,Dividend Difference L1,1
SJ-CA,Dividend Difference L1,1
SJR.B-CA,Dividend Difference L1,1
SLF-CA,Dividend Difference L1,1
SMF-CA,Dividend Difference L1,1
SMU.UT-CA,Dividend Difference L1,1
SNC-CA,Dividend Difference L1,1
SPB-CA,Dividend Difference L1,1
SRU.UT-CA,Dividend Difference L1,1
SSL-CA,Dividend Difference L1,1
SSRM-CA,Dividend Difference L1,1
STN-CA,Dividend Difference L1,1
SU-CA,Dividend Difference L1,1
SW-CA,Dividend Difference L1,1
T-CA,Dividend Difference L1,1
TA-CA,Dividend Difference L1,1
TCL.A-CA,Dividend Difference L1,1
TCN-CA,Dividend Difference L1,1
TD-CA,Dividend Difference L1,1
TECK.B-CA,Dividend Difference L1,1
TFII-CA,Dividend Difference L1,1
TIH-CA,Dividend Difference L1,1
TOG-CA,Dividend Difference L1,1
TOU-CA,Dividend Difference L1,1
TOY-CA,Dividend Difference L1,1
TRI-CA,Dividend Difference L1,1
TRP-CA,Dividend Difference L1,1
TRQ-CA,Dividend Difference L1,1
TRST-CA,Dividend Difference L1,1
TSGI-CA,Dividend Difference L1,1
TXG-CA,Dividend Difference L1,1
VET-CA,Dividend Difference L1,1
VII-CA,Dividend Difference L1,1
WCN-CA,Dividend Difference L1,1
WCP-CA,Dividend Difference L1,1
WEED-CA,Dividend Difference L1,1
WEF-CA,Dividend Difference L1,1
WFT-CA,Dividend Difference L1,1
WJA-CA,Dividend Difference L1,1
WN-CA,Dividend Difference L1,1
WPK-CA,Dividend Difference L1,1
WPM-CA,Dividend Difference L1,1
WSP-CA,Dividend Difference L1,1
WTE-CA,Dividend Difference L1,1
X-CA,Dividend Difference L1,1
YRI-CA,Dividend Difference L1,1
ZZZ-CA,Dividend Difference L1,1
0QYW-GB,topN,0
ABX-CA,topN,0
AC-CA,topN,0
ACB-CA,topN,0
ACO.X-CA,topN,0
AD-CA,topN,0
AEM-CA,topN,0
AFN-CA,topN,0
AGI-CA,topN,0
AIF-CA,topN,0
ALA-CA,topN,0
AP.UT-CA,topN,0
APHA-CA,topN,0
AQN-CA,topN,0
ARE-CA,topN,0
ARX-CA,topN,0
ASR-CA,topN,0
ATA-CA,topN,0
ATD.B-CA,topN,0
ATZ-CA,topN,0
AX.UT-CA,topN,0
BAD-CA,topN,0
BAM.A-CA,topN,0
BB-CA,topN,0
BBD.B-CA,topN,0
BBU.UT-CA,topN,0
BCB-CA,topN,0
BCE-CA,topN,0
BEI.UT-CA,topN,0
BEP.UT-CA,topN,0
BIP.UT-CA,topN,0
BIR-CA,topN,0
BLX-CA,topN,0
BMO-CA,topN,0
BNS-CA,topN,0
BPY.UT-CA,topN,0
BTE-CA,topN,0
BTO-CA,topN,0
BYD.UT-CA,topN,0
CAE-CA,topN,0
CAR.UT-CA,topN,0
CAS-CA,topN,0
CCA-CA,topN,0
CCL.B-CA,topN,0
CCO-CA,topN,0
CFP-CA,topN,0
CG-CA,topN,0
CGX-CA,topN,0
CHE.UT-CA,topN,0
CHP.UT-CA,topN,0
CHR-CA,topN,0
CIGI-CA,topN,0
CIX-CA,topN,0
CJT-CA,topN,0
CLS-CA,topN,0
CM-CA,topN,0
CNQ-CA,topN,0
CNR-CA,topN,0
CP-CA,topN,0
CPG-CA,topN,0
CPX-CA,topN,0
CRON-CA,topN,0
CRR.UT-CA,topN,0
CSH.UT-CA,topN,0
CSU-CA,topN,0
CTC.A-CA,topN,0
CU-CA,topN,0
CUF.UT-CA,topN,0
CVE-CA,topN,0
CWB-CA,topN,0
D.UT-CA,topN,0
DGC-CA,topN,0
DIR.UT-CA,topN,0
DOL-CA,topN,0
DOO-CA,topN,0
DRG.UT-CA,topN,0
DSG-CA,topN,0
ECA-CA,topN,0
ECN-CA,topN,0
EDV-CA,topN,0
EFN-CA,topN,0
EFX-CA,topN,0
EIF-CA,topN,0
ELD-CA,topN,0
EMA-CA,topN,0
EMP.A-CA,topN,0
ENB-CA,topN,0
ENGH-CA,topN,0
ERF-CA,topN,0
ERO-CA,topN,0
ESI-CA,topN,0
EXE-CA,topN,0
FCR-CA,topN,0
FEC-CA,topN,0
FFH-CA,topN,0
FM-CA,topN,0
FNV-CA,topN,0
FR-CA,topN,0
FRU-CA,topN,0
FSV-CA,topN,0
FTS-CA,topN,0
FTT-CA,topN,0
GC-CA,topN,0
GEI-CA,topN,0
GIB.A-CA,topN,0
GIL-CA,topN,0
GOOS-CA,topN,0
GRT.UT-CA,topN,0
GTE-CA,topN,0
GUD-CA,topN,0
GWO-CA,topN,0
H-CA,topN,0
HBC-CA,topN,0
HBM-CA,topN,0
HCG-CA,topN,0
HEXO-CA,topN,0
HR.UT-CA,topN,0
HSE-CA,topN,0
IAG-CA,topN,0
IFC-CA,topN,0
IFP-CA,topN,0
IGM-CA,topN,0
IIP.UT-CA,topN,0
IMG-CA,topN,0
IMO-CA,topN,0
INE-CA,topN,0
IPL-CA,topN,0
ITP-CA,topN,0
IVN-CA,topN,0
K-CA,topN,0
KEL-CA,topN,0
KEY-CA,topN,0
KL-CA,topN,0
KMP.UT-CA,topN,0
KXS-CA,topN,0
L-CA,topN,0
LB-CA,topN,0
LIF-CA,topN,0
LNR-CA,topN,0
LUN-CA,topN,0
MAG-CA,topN,0
MEG-CA,topN,0
MFC-CA,topN,0
MFI-CA,topN,0
MG-CA,topN,0
MIC-CA,topN,0
MRE-CA,topN,0
MRU-CA,topN,0
MSI-CA,topN,0
MTL-CA,topN,0
MTY-CA,topN,0
MX-CA,topN,0
NA-CA,topN,0
NFI-CA,topN,0
NG-CA,topN,0
NPI-CA,topN,0
NTR-CA,topN,0
NVA-CA,topN,0
NVU.UT-CA,topN,0
NWC-CA,topN,0
NWH.UT-CA,topN,0
NXE-CA,topN,0
OGC-CA,topN,0
ONEX-CA,topN,0
OR-CA,topN,0
OSB-CA,topN,0
OTEX-CA,topN,0
PAAS-CA,topN,0
PBH-CA,topN,0
PD-CA,topN,0
PEY-CA,topN,0
PKI-CA,topN,0
POW-CA,topN,0
PPL-CA,topN,0
PSI-CA,topN,0
PSK-CA,topN,0
PVG-CA,topN,0
PWF-CA,topN,0
PXT-CA,topN,0
QBR.B-CA,topN,0
QSR-CA,topN,0
RBA-CA,topN,0
RCH-CA,topN,0
RCI.B-CA,topN,0
REI.UT-CA,topN,1
RNW-CA,topN,1
RUS-CA,topN,1
RY-CA,topN,1
SAP-CA,topN,1
SCL-CA,topN,1
SES-CA,topN,1
SHOP-CA,topN,1
SIA-CA,topN,1
SJ-CA,topN,1
SJR.B-CA,topN,1
SLF-CA,topN,1
SMF-CA,topN,1
SMU.UT-CA,topN,1
SNC-CA,topN,1
SPB-CA,topN,1
SRU.UT-CA,topN,1
SSL-CA,topN,1
SSRM-CA,topN,1
STN-CA,topN,1
SU-CA,topN,1
SW-CA,topN,1
T-CA,topN,1
TA-CA,topN,1
TCL.A-CA,topN,1
TCN-CA,topN,1
TD-CA,topN,1
TECK.B-CA,topN,1
TFII-CA,topN,1
TIH-CA,topN,1
TOG-CA,topN,1
TOU-CA,topN,1
TOY-CA,topN,1
TRI-CA,topN,1
TRP-CA,topN,1
TRQ-CA,topN,1
TRST-CA,topN,1
TSGI-CA,topN,1
TXG-CA,topN,1
VET-CA,topN,1
VII-CA,topN,1
WCN-CA,topN,1
WCP-CA,topN,1
WEED-CA,topN,1
WEF-CA,topN,1
WFT-CA,topN,1
WJA-CA,topN,1
WN-CA,topN,1
WPK-CA,topN,1
WPM-CA,topN,1
WSP-CA,topN,1
WTE-CA,topN,1
X-CA,topN,1
YRI-CA,topN,1
ZZZ-CA,topN,1
